IP ADDRESS,TIME,REQUEST,STATUS,BODY BYTES,HTTP REFERER,USER AGENT,HTTP X FORWARD
"('93.84.16.70', '03/Feb/2016:00:00:56 +0300', 'GET /wp-content/plugins/wp-postratings/images/stars/rating_on.gif HTTP/1.0', '200', '523')",2
"('66.249.81.205', '03/Feb/2016:00:00:58 +0300', 'GET /wp-content/themes/sark-press/fonts/font-awesome/fontawesome-webfont.woff?v=4.0.3 HTTP/1.0', '200', '44432')",2
"('185.26.180.145', '03/Feb/2016:00:01:00 +0300', 'GET /wp-content/plugins/wp-postratings/images/stars/rating_over.gif HTTP/1.0', '200', '920')",2
"('185.26.180.145', '03/Feb/2016:00:01:00 +0300', 'GET /wp-content/plugins/wp-postratings/postratings-js.js?ver=1.82 HTTP/1.0', '200', '752')",2
"('66.249.81.211', '03/Feb/2016:00:01:07 +0300', 'GET /wp-content/plugins/wp-postratings/images/stars/rating_over.gif HTTP/1.0', '403', '1450')",2
"('93.84.16.70', '03/Feb/2016:00:01:07 +0300', 'GET /wp-content/plugins/wp-postratings/images/stars/rating_over.gif HTTP/1.0', '200', '920')",2
"('46.53.218.162', '03/Feb/2016:00:01:13 +0300', 'GET /trenirovki/kak-sest-na-shpagat-v-domashnix-usloviyax-uprazhneniya/?cf_action=sync_comments&post_id=402 HTTP/1.0', '200', '37')",2
"('46.53.218.162', '03/Feb/2016:00:01:23 +0300', 'GET /rastyazhka/kak-vypolnyat-uprazhneniya-na-rastyazhku-effektivnee/ HTTP/1.0', '200', '13605')",2
"('46.53.218.162', '03/Feb/2016:00:01:24 +0300', 'GET /wp-content/plugins/q2w3-fixed-widget/js/q2w3-fixed-widget.min.js?ver=4.0.5 HTTP/1.0', '200', '805')",2
"('77.221.130.34', '03/Feb/2016:00:01:26 +0300', 'POST /wp-cron.php?doing_wp_cron HTTP/1.0', '403', '4271')",2
"('66.249.81.205', '03/Feb/2016:00:01:26 +0300', 'GET /trenirovki/kak-sest-na-shpagat-v-domashnix-usloviyax-uprazhneniya/?cf_action=sync_comments&post_id=402 HTTP/1.0', '200', '37')",2
"('46.53.218.162', '03/Feb/2016:00:01:26 +0300', 'GET /rastyazhka/kak-vypolnyat-uprazhneniya-na-rastyazhku-effektivnee/ HTTP/1.0', '200', '13605')",2
"('194.6.231.248', '03/Feb/2016:00:01:26 +0300', 'GET /rastyazhka/pochemu-vazhno-byt-gibkim-6-faktorov/ HTTP/1.0', '200', '12346')",2
"('194.6.231.248', '03/Feb/2016:00:01:26 +0300', 'GET /wp-content/plugins/wp-postratings/postratings-css.css?ver=1.82 HTTP/1.0', '200', '425')",2
"('194.6.231.248', '03/Feb/2016:00:01:26 +0300', 'GET /wp-content/themes/sark-press/stylesheet/fonts.css?ver=20121010 HTTP/1.0', '200', '279')",2
"('194.6.231.248', '03/Feb/2016:00:01:26 +0300', 'GET /wp-content/themes/sark-press/stylesheet/bootstrap.css?ver=20121010 HTTP/1.0', '200', '19519')",2
"('194.6.231.248', '03/Feb/2016:00:01:26 +0300', 'GET /wp-content/themes/sark-press/stylesheet/bootstrap-theme.min.css?ver=20121010 HTTP/1.0', '200', '1747')",2
"('194.6.231.248', '03/Feb/2016:00:01:26 +0300', 'GET /wp-content/themes/sark-press/stylesheet/font-awesome.min.css?ver=20121010 HTTP/1.0', '200', '4015')",2
